UNITID,Instruction,Research and Public Service,"Academic and Institutional Support, and Student Services",Total Expenses,Year
168740,27899916,3168712,23410017,69979736,2009
168786,11801099,1006842,15792623,34423854,2009
168847,67324913,0,111875739,205826577,2009
169080,53766882,7885563,35876268,118632046,2009
169099,4553617,189509,3487245,8928989,2009
169220,922004,27687,1447325,2515596,2009
169327,2084623,0,6303281,8666317,2009
169363,4467789,0,6055216,13695099,2009
169424,5789307,0,1620726,7599382,2009
169442,15226568,0,14375212,39198076,2009
169479,29472616,0,64528176,106216325,2009
169628,12763187,0,10668184,23431371,2009
169716,50898720,2917460,55778120,124254875,2009
169983,21731654,4702598,25607429,57017487,2009
170000,774645,0,1454851,3239563,2009
170037,11754121,0,16080478,35814492,2009
170091,816111,0,2115113,3761826,2009
170301,30941056,5810047,29337650,94226066,2009
170532,24072722,281302,14210814,44708810,2009
170675,25687050,1514090,31239923,59969259,2009
170806,18304207,63976,16087420,36248457,2009
170842,10346874,740874,14532618,25620366,2009
170967,7788289,0,6317919,14106208,2009
171012,213689,0,497420,1402107,2009
171492,25208382,0,31140398,64949446,2009
171599,5194630,0,9451626,18766385,2009
171881,2658784,0,2975953,6828661,2009
172033,2834694,0,4878041,7712735,2009
172264,7249336,1293189,11065587,22790772,2009
172334,20659906,0,17925093,45125953,2009
172440,3778775,190625,6105966,11279730,2009
172477,37199006,1774828,29600935,70478918,2009
172608,11291316,0,16235696,27761943,2009
172705,2198888,480466,5835434,9205744,2009
172927,795121,0,594079,2423668,2009
172972,183884,36089,511345,907192,2009
173045,29861111,1199122,27808988,69033102,2009
173142,5532527,0,9084456,17536746,2009
173160,36617637,1166624,29613887,95215933,2009
173179,4493638,0,5447709,12788734,2009
173258,46213823,2115036,47557602,109879190,2009
173300,27871449,451911,25964669,85418130,2009
173328,12287164,0,16560082,35244637,2009
173452,6091915,0,10035326,16127241,2009
173647,30007796,965230,28722089,75489096,2009
173665,32869052,1517108,43094781,86562727,2009
173683,296557,10909,459127,766593,2009
173896,9931006,0,9927558,22621947,2009
173902,32606000,1684000,47524000,90850000,2009
173957,3740110,100218,10023214,13863542,2009
173966,16564362,0,2688100,19252462,2009
174127,8036415,165507,7994261,33771015,2009
174206,723457,2586,1150932,3354547,2009
174437,5618033,0,7020352,19323531,2009
174491,17792878,0,21097115,62907927,2009
174507,8453919,5516355,7040567,27483923,2009
174525,379427,0,1594457,3033402,2009
174747,19489879,0,23201573,58048496,2009
174792,22327772,1359192,27621090,65590975,2009
174817,24458388,3276553,26011280,59019833,2009
174844,46412503,2362566,37528983,104863813,2009
174862,4402388,0,9240269,17111063,2009
174899,25602821,2360932,25595193,59879134,2009
174914,105317584,2417977,71914054,218086535,2009
174932,1332141,0,2568196,3905941,2009
175005,31060559,2284265,33664559,78560733,2009
175120,2678538,509304,1239563,4567058,2009
175139,1410659,0,1997781,3497235,2009
175227,19015039,0,8932160,28747439,2009
175281,12065963,1543273,12773847,26383083,2009
175421,7250123,0,15095332,37932467,2009
175430,3518145,0,3339943,7569964,2009
175980,12988878,0,20725648,40420429,2009
176053,26461869,0,22831922,58526512,2009
176318,4262224,110488,7206113,15413189,2009
176336,66120,0,316846,916092,2009
176406,4822186,1414529,11138968,24604868,2009
176451,650540,190431,1687453,2819480,2009
176460,174251,0,1408491,2228806,2009
176479,9455182,0,14640525,31150467,2009
176600,1446843,0,2047098,3493941,2009
176619,1763930,0,3043059,5294635,2009
176628,10381083,0,10782505,22954078,2009
176664,2150386,0,3109777,7645485,2009
176770,2228773,0,1222793,3871437,2009
176789,1045338,572336,1520927,4003640,2009
176910,1326950,17421,1815330,4614554,2009
176938,3242293,0,5160480,10390104,2009
176947,8311041,0,8117620,20162093,2009
177038,5201793,937209,7860311,13999313,2009
177065,38892309,0,19891404,62388890,2009
177083,494786,0,1449147,2868015,2009
177092,5742849,0,12910825,21359264,2009
177117,5588366,0,5805072,14668242,2009
177126,3541847,0,5902414,10190276,2009
177144,4794791,0,9116288,16223575,2009
177214,21139537,113465,28123536,54678209,2009
177278,1963449,0,3026308,4989757,2009
177339,12239185,0,11425036,30257649,2009
177418,18796974,0,16010951,38560141,2009
177427,1887613,0,2396628,5787171,2009
177542,4250198,0,6436443,17379920,2009
177719,3990532,62588,6494139,12103709,2009
177746,4109855,0,10907526,16061700,2009
177816,1822833,0,2288323,6553000,2009
177834,28204419,111489,52552958,81658361,2009
177922,273385,0,30054,303439,2009
177931,269634,0,6205,280285,2009
177968,29809118,0,32900203,80386247,2009
177986,9095111,891529,12350122,22383612,2009
178059,18560265,0,21390888,46670811,2009
178208,2694154,0,3976204,7038600,2009
178244,9746865,0,10309994,21013869,2009
178369,4302364,0,6421327,14173808,2009
178518,1691855,0,2464463,4437676,2009
178679,3025972,21087,3150574,9112742,2009
178697,11912660,94551,17309352,42069409,2009
178721,35609199,0,29868292,72312887,2009
178891,4477140,0,17056490,24830792,2009
179043,14298484,187186,19027163,112819543,2009
179159,165118142,48890384,129236556,607623525,2009
179256,1192351,0,1561227,3631822,2009
179265,13312622,0,5592020,27515830,2009
179317,2940416,0,3426718,8344594,2009
179326,13592692,0,14932891,32883478,2009
179399,790334,0,170385,984036,2009
179450,1114652,0,479176,1593828,2009
179548,8942952,0,7359776,20579228,2009
179812,8762274,2351975,25924198,39830013,2009
179867,1050646000,456469000,330873000,1922616000,2009
179894,71355687,933263,91322899,169668091,2009
179919,2748482,0,3495053,7252498,2009
179946,5909008,112850,11525371,22244471,2009
179955,10247298,0,15711389,31524673,2009
179964,10175564,0,11282080,25455436,2009
180054,1528821,450890,3652600,7477491,2009
180106,9347018,0,14244271,42342840,2009
180258,3331853,0,7808260,13017728,2009
180595,6878893,0,8796957,18485508,2009
180647,8846724,2818058,8324487,23012653,2009
180814,21220525,0,41482327,63291691,2009
180832,5853139,52444,5813351,12653708,2009
180878,4269639,191850,4898485,9359974,2009
180984,6931519,0,13296894,23950575,2009
181002,119618707,28395354,104935605,397536000,2009
181011,3200955,0,5547869,12553336,2009
181020,9777314,0,10544991,24708025,2009
181093,2251559,24415,2709976,7344097,2009
181127,9024740,0,9415368,23846967,2009
181145,120000,0,3000,123000,2009
181251,684319,0,0,684319,2009
181297,6796420,0,5774513,13370882,2009
181330,5291121,0,8780552,17035974,2009
181376,747391,0,1202471,2723203,2009
181446,13059000,36000,16089000,33645000,2009
181543,156901,0,329069,590177,2009
181604,4393173,0,9585797,16905224,2009
181738,7779070,477447,8669256,24307359,2009
181792,215785,0,0,215785,2009
181853,1873880,0,5276512,8489814,2009
182458,3324682,201191,9632488,16181328,2009
182634,7426618,0,16018671,29646450,2009
182670,132222608,148323484,388628193,750012911,2009
182795,19139584,0,21194663,50101771,2009
182829,7067567,208391,7373759,15643915,2009
182908,495288,0,459854,1161994,2009
182917,616339,0,1794401,2632084,2009
182980,8523168,66801,14334090,27118649,2009
183026,35697651,0,37454719,85885212,2009
183211,12212637,0,12893495,28965439,2009
183239,19083576,0,25569861,64930081,2009
183248,719143,0,348472,1067615,2009
183275,1133615,0,2193627,3660810,2009
183345,842674,0,1732788,4515607,2009
183600,139535,0,585108,897222,2009
183804,3344281,29906,11091542,31770949,2009
183822,13881744,0,16747013,36004861,2009
183910,10312851,0,18374390,33155641,2009
183974,13494000,0,22774000,45444000,2009
184153,310701,0,613341,924042,2009
184348,32835000,0,37740000,83519000,2009
184357,387911,0,100630,488541,2009
184603,64571539,296502,87848599,174017193,2009
184612,12443473,0,18623418,36615729,2009
184773,13528868,0,31606960,48540880,2009
184968,1298469,0,192310,5695203,2009
185572,45275478,2742584,61954930,130714100,2009
185651,997833,0,536691,1534524,2009
185679,2589737,0,1873785,4463522,2009
185758,1209411,0,2379110,3986442,2009
186122,11966134,0,31406758,52794797,2009
186131,349430000,237881000,352352000,1161660000,2009
186186,1708453,1449089,2536094,5765611,2009
186283,53268000,1550000,56371000,135221000,2009
186405,167184,0,0,167184,2009
186423,647000,0,206500,853500,2009
186432,17505081,0,31608119,55271722,2009
186584,92570000,8227000,116986000,244242000,2009
186618,12503258,0,15055969,31526685,2009
186867,61119593,22846277,49284660,152623802,2009
186900,201636,0,425796,634955,2009
188182,2750843,0,4042109,7333943,2009
188207,953287,0,765973,1719260,2009
188340,8584408,0,12328275,23067219,2009
188429,81578835,4168816,60968333,155968446,2009
188526,16541644,3988231,12600350,35977269,2009
188535,14886575,0,11963606,27116609,2009
188580,153448651,24045633,29663287,210018201,2009
188641,26979124,3641981,25798165,68538198,2009
188669,1271939,0,2946508,4218447,2009
188678,888690,0,4801668,6176520,2009
188687,907472,0,1652777,2560249,2009
188854,9220507,0,6846547,32107135,2009
188915,906984,0,234716,1181768,2009
188942,196382,0,269185,465567,2009
189015,22085711,7353844,12635197,44929531,2009
189088,50897972,21179267,33133880,119354266,2009
189097,43627751,5519477,37762678,115310546,2009
189264,334251,0,288241,1354589,2009
189273,546092,0,510007,1056099,2009
189282,1404307,0,2938189,5942775,2009
189413,3386761,403818,7781884,11572463,2009
189422,2536395,0,3660778,7178663,2009
189501,21748264,0,27181147,57538493,2009
189705,36029362,0,47237758,94769480,2009
189848,9260543,0,9456687,23437740,2009
189857,1156955,0,2287786,3471278,2009
189981,429557,0,1341471,3234973,2009
190008,1413829,0,0,1413829,2009
190044,37103962,11925206,31457452,93645098,2009
190071,2369089,0,1302732,7343642,2009
190080,1188881,67380,2281937,3995096,2009
190099,54169375,1311448,70786759,150045095,2009
190114,6683101,0,16169803,22852904,2009
190150,1789754000,696622000,448926000,3061281000,2009
190248,5652952,0,6652523,17049572,2009
190372,18246104,3391950,33853382,59412974,2009
190415,510771910,485248532,574128807,1689355056,2009
190424,117863096,158622757,226077313,1108331303,2009
190451,1719439,0,1296007,3975446,2009
190503,50603841,0,53552380,117698009,2009
190707,110000,0,20000,130000,2009
190716,18714191,975888,18099948,42424027,2009
190725,15266856,728030,13118657,34123141,2009
190734,146838,0,152462,300791,2009
190761,11104534,0,13070140,31363137,2009
190770,33906400,0,39327300,77283659,2009
190956,1046339,0,729902,1776241,2009
190983,12112178,0,18047630,42876810,2009
191241,164986784,28471949,170452078,421538132,2009
191320,1345741,0,10942034,17251786,2009
191384,743231,0,4257854,5074668,2009
191515,49160000,2099000,39978000,111681000,2009
191533,17195743,516238,20183869,46250176,2009
191597,2662244,0,2333953,4996197,2009
191621,5064022,0,7979496,13885400,2009
191630,27870178,1541993,43803272,88645249,2009
191649,150059400,13725495,131564691,333226886,2009
191676,13854352,159998,14651324,35474724,2009
191764,381315,0,881440,1603706,2009
191931,32023996,0,38997438,82901529,2009
191940,541362,0,113365,954088,2009
191968,77853278,2894472,68251116,188197281,2009
192040,9374515,1467874,19451828,41211413,2009
192110,22128059,641907,33803418,64602018,2009
192165,193352,0,470142,663494,2009
192192,9951226,0,15160918,30249063,2009
192244,242916,0,115928,360560,2009
192323,25024907,1244707,23293909,60639931,2009
192439,84103479,3053312,72832702,167827957,2009
192448,73347127,3898847,78001743,171057180,2009
192457,0,0,0,0,2009
192475,775854,0,477243,2546592,2009
192536,210000,0,5000,227000,2009
192554,2460279,3199,2081663,4545141,2009
192563,4001087,6398,3020806,7028291,2009
192624,555670,0,373708,929378,2009
192703,27984070,566600,41306046,86860726,2009
192712,13687107,0,13695881,35410209,2009
192749,19243244,0,33843991,62972888,2009
192785,2702912,0,2990769,5930727,2009
192800,143469,9237,194275,346987,2009
192819,46949349,1850906,47872080,127498898,2009
192864,14815900,0,20798958,44371578,2009
192925,16428376,0,18682845,39892666,2009
192961,698185,0,802584,1855694,2009
192970,14088,0,324573,343942,2009
192998,235844,25366,221062,482272,2009
193016,38462302,0,52527637,94553369,2009
193052,752644,0,814111,1677086,2009
193061,385070,0,307977,1028660,2009
193070,2003513,0,1194559,3603809,2009
193247,1556221,480845,2198966,4240292,2009
193292,34779876,0,23218744,58480258,2009
193353,13305973,71548,18805562,45630418,2009
193380,1046240,0,0,1046240,2009
193399,11912426,0,15621498,34317228,2009
193405,17863342,228221563,92767879,1136110000,2009
193584,26947946,1428820,24750344,64521709,2009
193609,616395,0,604607,1491499,2009
193645,18675726,0,34972163,60011204,2009
193654,97894000,8319000,134399000,265704000,2009
193751,9574505,1579815,9363218,22355360,2009
193788,1097253,0,2398520,3495773,2009
193821,27474992,1846472,42165649,74198452,2009
193830,36174021,140627414,38482107,215283542,2009
193900,1170331000,356761000,476493000,3050744000,2009
193973,23786717,664683,26599755,72596608,2009
194073,4512441,91093,6390668,14747102,2009
194091,94682334,6499227,72123732,204471536,2009
194116,3797058,0,5494698,9538968,2009
194161,17933415,0,18925782,42397770,2009
194189,1392363,0,1412075,2808512,2009
194310,115623327,1649599,118460640,280257716,2009
194392,6009644,0,9127019,23079748,2009
194541,45370000,11958000,31035000,96776000,2009
194569,655836,0,1443439,3289571,2009
194578,51735662,3029228,48531865,123377960,2009
194611,3372972,0,4205312,7578284,2009
194657,1585128,0,444159,3087310,2009
194666,1022603,79150,731310,2184163,2009
194675,241831,117375,278925,638131,2009
194693,988396,0,801558,1789955,2009
194718,564734,0,776054,1340788,2009
194736,2060584,0,1663807,3724391,2009
194763,2043343,290843,1118562,4875957,2009
194824,129778000,95663000,109920000,382445000,2009
194958,17963448,0,13165727,33855723,2009
195003,193628000,42020000,120010000,428380000,2009
195030,296425000,306935000,183393000,2448374000,2009
195049,0,191201157,70317480,293023003,2009
195155,496234,0,686671,1226532,2009
195164,17903133,1698212,24677186,52292147,2009
195173,13428868,0,21928548,37593041,2009
195191,2424667,0,1997987,4422654,2009
195216,36472543,2603940,46159528,109151302,2009
195234,41965041,0,28529581,82451682,2009
195243,11517991,30385,12198217,27713658,2009
195289,848399,0,670559,2242559,2009
195304,33310466,1459556,25984942,69708637,2009
195429,2164490,0,1561270,3731428,2009
195438,2828963,240565,1883452,5348288,2009
195474,26645430,0,39538382,84258251,2009
195526,47785000,1908000,51740000,124735000,2009
195544,6563000,0,8588000,15151000,2009
195562,21967000,0,28757000,50724000,2009
195571,2514979,0,3106385,7211599,2009
195580,1301416,122660,2216761,4931793,2009
195623,419799,0,916183,2004833,2009
195669,148274,0,76329,261328,2009
195687,1235156,0,3172708,4407864,2009
195720,26394494,0,31246732,72840261,2009
195793,156542,0,0,156542,2009
195809,158957237,9241659,186061584,427513331,2009
196413,281652923,83735638,204763547,716381803,2009
196431,1353402,0,1181829,2535231,2009
196440,537402,0,954341,1527651,2009
196468,58975017,38789843,48530042,167746823,2009
196583,1325948,0,683043,2008991,2009
196592,107827740,0,129126400,259059000,2009
196653,6047067,0,5872585,12806127,2009
196680,10393044,0,47012823,58623016,2009
196866,38330083,830664,43883906,108831955,2009
196884,3959279,0,7986880,15137014,2009
197018,3818907,1070521,8174041,13063469,2009
197045,21214901,85653,29451853,55722917,2009
197133,72183069,3048395,68583015,163957231,2009
197142,2270577,0,3719559,6197721,2009
197197,20659390,0,21160598,61291091,2009
197221,2464171,54279,3380173,6487722,2009
197230,5565142,0,10773331,26370442,2009
197531,293186,0,2812891,5902030,2009
197601,690840,0,251415,942255,2009
197610,1162362,0,1190139,2352501,2009
197647,2133132,0,322104,2455236,2009
197674,979458,0,515530,1530686,2009
197692,387875,82936,1430189,1901000,2009
197708,210323297,220522355,191666873,650910927,2009
197735,809145,0,125765,2002958,2009
197744,524792,7619,1585032,2117443,2009
197911,5475098,84431,11924350,33273926,2009
197984,5887467,0,14735801,23670450,2009
197993,5203521,39651,9523672,18389538,2009
198066,5731574,0,7227978,24654990,2009
198109,2200038,0,1512491,3906221,2009
198136,35797191,1326302,38020340,77151274,2009
198215,8258409,27010,16392005,38979175,2009
198303,5071168,0,8162779,16264508,2009
198385,29415887,3393199,41344280,93774858,2009
198419,703766194,758628000,508988669,3975428000,2009
198516,66212013,0,52075723,141121837,2009
198561,18251827,0,21636016,50663219,2009
198598,10181804,0,10137138,25257194,2009
198613,16650982,258152,19840000,51751967,2009
198677,166396,0,413109,823436,2009
